Hs.egID	gene.symbol	gene.alias	OMIM.ID	OMIM.name	info	gene.description	gene.type
10300	KATNB1	KAT|LIS6	602703	Lissencephaly 6, with microcephaly, 616212 (3)	MIM:602703|HGNC:HGNC:6217|Ensembl:ENSG00000140854|Vega:OTTHUMG00000133467	katanin regulatory subunit B1	protein-coding
8754	ADAM9	CORD9|MCMP|MDC9|Mltng	602713	Cone-rod dystrophy 9, 612775 (3)	MIM:602713|HGNC:HGNC:216|Ensembl:ENSG00000168615|Vega:OTTHUMG00000159783	ADAM metallopeptidase domain 9	protein-coding
4868	NPHS1	CNF|NPHN|nephrin	602716	Nephrotic syndrome, type 1, 256300 (3)	MIM:602716|HGNC:HGNC:7908|Ensembl:ENSG00000161270|Vega:OTTHUMG00000180689	NPHS1, nephrin	protein-coding
2906	GRIN2D	EB11|EIEE46|GluN2D|NMDAR2D|NR2D	602717	Epileptic encephalopathy, early infantile, 46, 617162 (3)	MIM:602717|HGNC:HGNC:4588|Ensembl:ENSG00000105464|Vega:OTTHUMG00000183304	glutamate ionotropic receptor NMDA type subunit 2D	protein-coding
1186	CLCN7	CLC-7|CLC7|OPTA2|OPTB4|PPP1R63	602727	Osteopetrosis, autosomal dominant 2, 166600 (3);Osteopetrosis, autosomal recessive 4, 611490 (3)	MIM:602727|HGNC:HGNC:2025|Ensembl:ENSG00000103249|Vega:OTTHUMG00000044467	chloride voltage-gated channel 7	protein-coding
93	ACVR2B	ACTRIIB|ActR-IIB|HTX4	602730	Heterotaxy, visceral, 4, autosomal, 613751 (3)	MIM:602730|HGNC:HGNC:174|Ensembl:ENSG00000114739|Vega:OTTHUMG00000131291	activin A receptor type 2B	protein-coding
2533	FYB1	ADAP|FYB|PRO0823|SLAP-130|SLAP130|THC3	602731	Thrombocytopenia 3, 273900 (3)	MIM:602731|HGNC:HGNC:4036|Ensembl:ENSG00000082074|Vega:OTTHUMG00000162071	FYN binding protein 1	protein-coding
51422	PRKAG2	AAKG|AAKG2|CMH6|H91620p|WPWS	602743	Cardiomyopathy, hypertrophic 6, 600858 (3);Glycogen storage disease of heart, lethal congenital, 261740 (3);Wolff-Parkinson-White syndrome, 194200 (3)	MIM:602743|HGNC:HGNC:9386|Ensembl:ENSG00000106617|Vega:OTTHUMG00000157324	protein kinase AMP-activated non-catalytic subunit gamma 2	protein-coding
8443	GNPAT	DAP-AT|DAPAT|DHAPAT|RCDP2	602744	Rhizomelic chondrodysplasia punctata, type 2, 222765 (3)	MIM:602744|HGNC:HGNC:4416|Ensembl:ENSG00000116906|Vega:OTTHUMG00000038024	glyceronephosphate O-acyltransferase	protein-coding
1848	DUSP6	HH19|MKP3|PYST1	602748	Hypogonadotropic hypogonadism 19 with or without anosmia, 615269 (3)	MIM:602748|HGNC:HGNC:3072|Ensembl:ENSG00000139318|Vega:OTTHUMG00000169912	dual specificity phosphatase 6	protein-coding
401	PHOX2A	ARIX|CFEOM2|FEOM2|NCAM2|PMX2A	602753	Fibrosis of extraocular muscles, congenital, 2, 602078 (3)	MIM:602753|HGNC:HGNC:691|Ensembl:ENSG00000165462|Vega:OTTHUMG00000167899	paired like homeobox 2a	protein-coding
3783	KCNN4	DHS2|IK|IK1|IKCA1|KCA4|KCa3.1|SK4|hIKCa1|hKCa4|hSK4	602754	Dehydrated hereditary stomatocytosis 2, 616689 (3)	MIM:602754|HGNC:HGNC:6293|Ensembl:ENSG00000104783|Vega:OTTHUMG00000182779	potassium calcium-activated channel subfamily N member 4	protein-coding
7834	PCAP	HPC2|HPC8	602759	{Prostate cancer, susceptibility to}, 176807 (2)	MIM:602759|HGNC:HGNC:8645	predisposing for prostate cancer	unknown
3889	KRT83	EKVP5|HB3|Hb-3|KRTHB3|MNLIX	602765	Erythrokeratodermia variabilis et progressiva 5, 617756 (3);Monilethrix, 158000 (3)	MIM:602765|HGNC:HGNC:6460|Ensembl:ENSG00000170523|Vega:OTTHUMG00000169632	keratin 83	protein-coding
3891	KRT85	ECTD4|HB5|Hb-5|K85|KRTHB5|hHb5	602767	Ectodermal dysplasia 4, hair/nail type, 602032 (3)	MIM:602767|HGNC:HGNC:6462|Ensembl:ENSG00000135443|Vega:OTTHUMG00000169633	keratin 85	protein-coding
10683	DLL3	SCDO1	602768	Spondylocostal dysostosis 1, autosomal recessive, 277300 (3)	MIM:602768|HGNC:HGNC:2909|Ensembl:ENSG00000090932|Vega:OTTHUMG00000183067	delta like canonical Notch ligand 3	protein-coding
1788	DNMT3A	DNMT3A2|M.HsaIIIA|TBRS	602769	Tatton-Brown-Rahman syndrome, 615879 (3)	MIM:602769|HGNC:HGNC:2978|Ensembl:ENSG00000119772|Vega:OTTHUMG00000094777	DNA methyltransferase 3 alpha	protein-coding
84733	CBX2	CDCA6|M33|SRXY5	602770	?46XY sex reversal 5, 613080 (3)	MIM:602770|HGNC:HGNC:1552|Ensembl:ENSG00000173894|Vega:OTTHUMG00000177463	chromobox 2	protein-coding
84925	DIRC2	RCC4	602773	Renal cell carcinoma, 144700 (1)	MIM:602773|HGNC:HGNC:16628|Ensembl:ENSG00000138463|Vega:OTTHUMG00000159553	disrupted in renal carcinoma 2	protein-coding
5889	RAD51C	BROVCA3|FANCO|R51H3|RAD51L2	602774	Fanconi anemia, complementation group O, 613390 (3);{Breast-ovarian cancer, familial, susceptibility to, 3}, 613399 (3)	MIM:602774|HGNC:HGNC:9820|Ensembl:ENSG00000108384|Vega:OTTHUMG00000141292	RAD51 paralog C	protein-coding
8036	SHOC2	SIAA0862|SOC2|SUR8	602775	Noonan-like syndrome with loose anagen hair, 607721 (3)	MIM:602775|HGNC:HGNC:15454|Ensembl:ENSG00000108061|Vega:OTTHUMG00000019047	SHOC2, leucine rich repeat scaffold protein	protein-coding
348980	HCN1	BCNG-1|BCNG1|EIEE24|HAC-2	602780	Epileptic encephalopathy, early infantile, 24, 615871 (3)	MIM:602780|HGNC:HGNC:4845|Ensembl:ENSG00000164588|Vega:OTTHUMG00000131155	hyperpolarization activated cyclic nucleotide gated potassium channel 1	protein-coding
6687	SPG7	CAR|CMAR|PGN|SPG5C	602783	Spastic paraplegia 7, autosomal recessive, 607259 (3)	MIM:602783|HGNC:HGNC:11237|Ensembl:ENSG00000197912|Vega:OTTHUMG00000138046	SPG7, paraplegin matrix AAA peptidase subunit	protein-coding
3798	KIF5A	D12S1889|MY050|NEIMY|NKHC|SPG10	602821	Myoclonus, intractable, neonatal, 617235 (3);Spastic paraplegia 10, autosomal dominant, 604187 (3)	MIM:602821|HGNC:HGNC:6323|Ensembl:ENSG00000155980|Vega:OTTHUMG00000170143	kinesin family member 5A	protein-coding
5293	PIK3CD	APDS|IMD14|P110DELTA|PI3K|p110D	602839	Immunodeficiency 14, 615513 (3)	MIM:602839|HGNC:HGNC:8977|Ensembl:ENSG00000171608|Vega:OTTHUMG00000001450	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	protein-coding
51053	GMNN	Gem|MGORS6	602842	Meier-Gorlin syndrome 6, 616835 (3)	MIM:602842|HGNC:HGNC:17493|Ensembl:ENSG00000112312|Vega:OTTHUMG00000014363	geminin, DNA replication inhibitor	protein-coding
84059	ADGRV1	FEB4|GPR98|MASS1|USH2B|USH2C|VLGR1|VLGR1b	602851	?Febrile seizures, familial, 4, 604352 (3);Usher syndrome, type 2C, 605472 (3);Usher syndrome, type 2C, GPR98/PDZD7 digenic, 605472 (3)	MIM:602851|HGNC:HGNC:17416|Ensembl:ENSG00000164199|Vega:OTTHUMG00000162668	adhesion G protein-coupled receptor V1	protein-coding
5687	PSMA6	IOTA|PROS27|p27K	602855	{Myocardial infarction, susceptibility to}, 608446 (3)	MIM:602855|HGNC:HGNC:9535|Ensembl:ENSG00000100902|Vega:OTTHUMG00000140221	proteasome subunit alpha 6	protein-coding
1717	DHCR7	SLOS	602858	Smith-Lemli-Opitz syndrome, 270400 (3)	MIM:602858|HGNC:HGNC:2860|Ensembl:ENSG00000172893|Vega:OTTHUMG00000167346	7-dehydrocholesterol reductase	protein-coding
5192	PEX10	NALD|PBD6A|PBD6B|RNF69	602859	Peroxisome biogenesis disorder 6A (Zellweger), 614870 (3);Peroxisome biogenesis disorder 6B, 614871 (3)	MIM:602859|HGNC:HGNC:8851|Ensembl:ENSG00000157911|Vega:OTTHUMG00000001637	peroxisomal biogenesis factor 10	protein-coding
701	BUB1B	BUB1beta|BUBR1|Bub1A|MAD3L|MVA1|SSK1|hBUBR1	602860	Colorectal cancer, somatic, 114500 (3);Mosaic variegated aneuploidy syndrome 1, 257300 (3);[Premature chromatid separation trait], 176430 (3)	MIM:602860|HGNC:HGNC:1149|Ensembl:ENSG00000156970|Vega:OTTHUMG00000129877	BUB1 mitotic checkpoint serine/threonine kinase B	protein-coding
5318	PKP2	ARVD9	602861	Arrhythmogenic right ventricular dysplasia 9, 609040 (3)	MIM:602861|HGNC:HGNC:9024|Ensembl:ENSG00000057294|Vega:OTTHUMG00000169500	plakophilin 2	protein-coding
3490	IGFBP7	AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF	602867	Retinal arterial macroaneurysm with supravalvular pulmonic stenosis, 614224 (3)	MIM:602867|HGNC:HGNC:5476|Ensembl:ENSG00000163453|Vega:OTTHUMG00000128772	insulin like growth factor binding protein 7	protein-coding
3192	HNRNPU	EIEE54|GRIP120|HNRNPU-AS1|HNRPU|SAF-A|SAFA|U21.1|hnRNP U|pp120	602869	Epileptic encephalopathy, early infantile, 54, 617391 (3)	MIM:602869|HGNC:HGNC:5048|Ensembl:ENSG00000153187|Vega:OTTHUMG00000040396	heterogeneous nuclear ribonucleoprotein U	protein-coding
3617	IMPG1	GP147|IPM150|SPACR|VMD4	602870	Macular dystrophy, vitelliform, 4, 616151 (3)	MIM:602870|HGNC:HGNC:6055|Ensembl:ENSG00000112706|Vega:OTTHUMG00000015063	interphotoreceptor matrix proteoglycan 1	protein-coding
100506658	OCLN	BLCPMG|PPP1R115|PTORCH1	602876	Pseudo-TORCH syndrome 1, 251290 (3)	MIM:602876|HGNC:HGNC:8104|Ensembl:ENSG00000197822|Vega:OTTHUMG00000099356	occludin	protein-coding
2036	EPB41L1	4.1N|MRD11	602879	?Mental retardation, autosomal dominant 11, 614257 (3)	MIM:602879|HGNC:HGNC:3378|Ensembl:ENSG00000088367|Vega:OTTHUMG00000032378	erythrocyte membrane protein band 4.1 like 1	protein-coding
2657	GDF1	DORV|DTGA3|RAI	602880	Double-outlet right ventricle, 217095 (3);Right atrial isomerism, 208530 (3);Tetralogy of Fallot, 187500 (3);Transposition of great arteries, dextro-looped 3, 613854 (3)	MIM:602880|HGNC:HGNC:4214|Ensembl:ENSG00000223802	growth differentiation factor 1	protein-coding
1789	DNMT3B	ICF|ICF1|M.HsaIIIB	602900	Immunodeficiency-centromeric instability-facial anomalies syndrome 1, 242860 (3)	MIM:602900|HGNC:HGNC:2979|Ensembl:ENSG00000088305|Vega:OTTHUMG00000032226	DNA methyltransferase 3 beta	protein-coding
10369	CACNG2	MRD10	602911	?Mental retardation, autosomal dominant 10, 614256 (3)	MIM:602911|HGNC:HGNC:1406|Ensembl:ENSG00000166862|Vega:OTTHUMG00000030612	calcium voltage-gated channel auxiliary subunit gamma 2	protein-coding
6812	STXBP1	MUNC18-1|NSEC1|P67|RBSEC1|UNC18	602926	Epileptic encephalopathy, early infantile, 4, 612164 (3)	MIM:602926|HGNC:HGNC:11444|Ensembl:ENSG00000136854|Vega:OTTHUMG00000020713	syntaxin binding protein 1	protein-coding
4091	SMAD6	AOVD2|HsT17432|MADH6|MADH7	602931	Aortic valve disease 2, 614823 (3);{Craniosynostosis 7, susceptibility to}, 617439 (3)	MIM:602931|HGNC:HGNC:6772|Ensembl:ENSG00000137834|Vega:OTTHUMG00000133218	SMAD family member 6	protein-coding
4092	SMAD7	CRCS3|MADH7|MADH8	602932	{Colorectal cancer, susceptibility to, 3}, 612229 (3)	MIM:602932|HGNC:HGNC:6773|Ensembl:ENSG00000101665|Vega:OTTHUMG00000132655	SMAD family member 7	protein-coding
2166	FAAH	FAAH-1|PSAB	602935	{Drug addiction, susceptibility to}, 606581 (3)	MIM:602935|HGNC:HGNC:3553|Ensembl:ENSG00000117480|Vega:OTTHUMG00000007811	fatty acid amide hydrolase	protein-coding
10370	CITED2	ASD8|MRG-1|MRG1|P35SRJ|VSD2	602937	Atrial septal defect 8, 614433 (3);Ventricular septal defect 2, 614431 (3)	MIM:602937|HGNC:HGNC:1987|Ensembl:ENSG00000164442|Vega:OTTHUMG00000015691	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	protein-coding
570	BAAT	BACAT|BAT	602938	Hypercholanemia, familial, 607748 (3)	MIM:602938|HGNC:HGNC:932|Ensembl:ENSG00000136881|Vega:OTTHUMG00000020377	bile acid-CoA:amino acid N-acyltransferase	protein-coding
6097	RORC	IMD42|NR1F3|RORG|RZR-GAMMA|RZRG|TOR	602943	Immunodeficiency 42, 616622 (3)	MIM:602943|HGNC:HGNC:10260|Ensembl:ENSG00000143365|Vega:OTTHUMG00000013053	RAR related orphan receptor C	protein-coding
5892	RAD51D	BROVCA4|R51H3|RAD51L3|TRAD	602954	{Breast-ovarian cancer, familial, susceptibility to, 4}, 614291 (3)	MIM:602954|HGNC:HGNC:9823|Ensembl:ENSG00000185379|Vega:OTTHUMG00000132930	RAD51 paralog D	protein-coding
6878	TAF6	ALYUS|MGC:8964|TAF(II)70|TAF(II)80|TAF2E|TAFII-70|TAFII-80|TAFII70|TAFII80|TAFII85	602955	Alazami-Yuan syndrome, 617126 (3)	MIM:602955|HGNC:HGNC:11540|Ensembl:ENSG00000106290|Vega:OTTHUMG00000154771	TATA-box binding protein associated factor 6	protein-coding
2189	FANCG	FAG|XRCC9	602956	Fanconi anemia, complementation group G, 614082 (3)	MIM:602956|HGNC:HGNC:3588|Ensembl:ENSG00000221829|Vega:OTTHUMG00000019850	Fanconi anemia complementation group G	protein-coding
1917	EEF1A2	EEF1AL|EF-1-alpha-2|EF1A|EIEE33|HS1|MRD38|STN|STNL	602959	Epileptic encephalopathy, early infantile, 33, 616409 (3);Mental retardation, autosomal dominant 38, 616393 (3)	MIM:602959|HGNC:HGNC:3192|Ensembl:ENSG00000101210|Vega:OTTHUMG00000033076	eukaryotic translation elongation factor 1 alpha 2	protein-coding
4964	OFC2		602966	Orofacial cleft-2 (2)	MIM:602966|HGNC:HGNC:8121	orofacial cleft 2	unknown
364	AQP7	AQP7L|AQPap|GLYCQTL	602974	[Glycerol quantitative trait locus], 614411 (3)	MIM:602974|HGNC:HGNC:640|Ensembl:ENSG00000165269|Vega:OTTHUMG00000019773	aquaporin 7	protein-coding
1911	PHC1	EDR1|HPH1|MCPH11|RAE28	602978	?Microcephaly 11, primary, autosomal recessive, 615414 (3)	MIM:602978|HGNC:HGNC:3182|Ensembl:ENSG00000111752|Vega:OTTHUMG00000168275	polyhomeotic homolog 1	protein-coding
4720	NDUFS2	CI-49	602985	Mitochondrial complex I deficiency, 252010 (3)	MIM:602985|HGNC:HGNC:7708|Ensembl:ENSG00000158864|Vega:OTTHUMG00000034344	NADH:ubiquinone oxidoreductase core subunit S2	protein-coding
9241	NOG	SYM1|SYNS1|SYNS1A	602991	Brachydactyly, type B2, 611377 (3);Multiple synostoses syndrome 1, 186500 (3);Stapes ankylosis with broad thumb and toes, 184460 (3);Symphalangism, proximal, 1A, 185800 (3);Tarsal-carpal coalition syndrome, 186570 (3)	MIM:602991|HGNC:HGNC:7866|Ensembl:ENSG00000183691|Vega:OTTHUMG00000151770	noggin	protein-coding
8029	CUBN	IFCR|MGA1|gp280	602997	Megaloblastic anemia-1, Finnish type, 261100 (3)	MIM:602997|HGNC:HGNC:2548|Ensembl:ENSG00000107611|Vega:OTTHUMG00000017741	cubilin	protein-coding
9060	PAPSS2	ATPSK2|BCYM4|SK2	603005	Brachyolmia 4 with mild epiphyseal and metaphyseal changes, 612847 (3)	MIM:603005|HGNC:HGNC:8604|Ensembl:ENSG00000198682|Vega:OTTHUMG00000018683	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein-coding
8291	DYSF	FER1L1|LGMD2B|MMD1	603009	Miyoshi muscular dystrophy 1, 254130 (3);Muscular dystrophy, limb-girdle, type 2B, 253601 (3);Myopathy, distal, with anterior tibial onset, 606768 (3)	MIM:603009|HGNC:HGNC:3097|Ensembl:ENSG00000135636|Vega:OTTHUMG00000129757	dysferlin	protein-coding
1709	DFNB17		603010	Deafness, autosomal recessive 17 (2)	MIM:603010|HGNC:HGNC:2823	deafness, autosomal recessive 17	unknown
8400	SCZD6		603013	{Schizophrenia}, 181500 (2)	MIM:603013|HGNC:HGNC:10654	schizophrenia disorder 6	unknown
10320	IKZF1	CVID13|Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1	603023	Immunodeficiency, common variable, 13, 616873 (3)	MIM:603023|HGNC:HGNC:13176|Ensembl:ENSG00000185811|Vega:OTTHUMG00000155907	IKAROS family zinc finger 1	protein-coding
8289	ARID1A	B120|BAF250|BAF250a|BM029|C1orf4|CSS2|ELD|MRD14|OSA1|P270|SMARCF1|hELD|hOSA1	603024	Coffin-Siris syndrome 2, 614607 (3)	MIM:603024|HGNC:HGNC:11110|Ensembl:ENSG00000117713|Vega:OTTHUMG00000004004	AT-rich interaction domain 1A	protein-coding
8301	PICALM	CALM|CLTH|LAP	603025	Leukemia, acute myeloid, somatic, 601626 (3)	MIM:603025|HGNC:HGNC:15514|Ensembl:ENSG00000073921|Vega:OTTHUMG00000166981	phosphatidylinositol binding clathrin assembly protein	protein-coding
5324	PLAG1	PSA|SGPA|ZNF912	603026	Adenomas, salivary gland pleomorphic, somatic, 181030 (3)	MIM:603026|HGNC:HGNC:9045|Ensembl:ENSG00000181690|Vega:OTTHUMG00000164310	PLAG1 zinc finger	protein-coding
7097	TLR2	CD282|TIL4	603028	{Colorectal cancer, susceptibility to}, 114500 (3);{Leprosy, susceptibility to}, 246300 (3);{Mycobacterium tuberculosis, susceptibility to}, 607948 (3)	MIM:603028|HGNC:HGNC:11848|Ensembl:ENSG00000137462|Vega:OTTHUMG00000161525	toll like receptor 2	protein-coding
7098	TLR3	CD283|IIAE2	603029	{HIV1 infection, resistance to}, 609423 (3);{Herpes simplex encephalitis, susceptibility to, 2} 613002 (3)	MIM:603029|HGNC:HGNC:11849|Ensembl:ENSG00000164342|Vega:OTTHUMG00000160345	toll like receptor 3	protein-coding
7100	TLR5	MELIOS|SLE1|SLEB1|TIL3	603031	{Legionnaire disease, susceptibility to}, 608556 (3);{Melioidosis, susceptibility to}, 615557 (3);{Systemic lupus erythematosus, resistance to}, 601744 (3);{Systemic lupus erythematosus, susceptibility to, 1}, 601744 (3)	MIM:603031|HGNC:HGNC:11851|Ensembl:ENSG00000187554|Vega:OTTHUMG00000037937	toll like receptor 5	protein-coding
8292	COLQ	CMS5|EAD	603033	Myasthenic syndrome, congenital, 5, 603034 (3)	MIM:603033|HGNC:HGNC:2226|Ensembl:ENSG00000206561|Vega:OTTHUMG00000156233	collagen like tail subunit of asymmetric acetylcholinesterase	protein-coding
50970	TSG11		603040	{Nonsmall cell lung cancer} (2)	MIM:603040	Tumor suppressor gene on chromosome 11	unknown
5325	PLAGL1	LOT1|ZAC|ZAC1	603044	{Diabetes mellitus, transient neonatal}, 601410 (1)	MIM:603044|HGNC:HGNC:9046|Ensembl:ENSG00000118495|Vega:OTTHUMG00000015738	PLAG1 like zinc finger 1	protein-coding
11236	RNF139	HRCA1|RCA1|TRC8	603046	Renal cell carcinoma, 144700 (3)	MIM:603046|HGNC:HGNC:17023|Ensembl:ENSG00000170881|Vega:OTTHUMG00000165072	ring finger protein 139	protein-coding
8733	GPAA1	GAA1|GPIBD15|hGAA1	603048	Glycosylphosphatidylinositol biosynthesis defect 15, 617810 (3)	MIM:603048|HGNC:HGNC:4446|Ensembl:ENSG00000197858|Vega:OTTHUMG00000165438	glycosylphosphatidylinositol anchor attachment 1	protein-coding
8540	AGPS	ADAP-S|ADAS|ADHAPS|ADPS|ALDHPSY|RCDP3	603051	Rhizomelic chondrodysplasia punctata, type 3, 600121 (3)	MIM:603051|HGNC:HGNC:327|Ensembl:ENSG00000018510|Vega:OTTHUMG00000132530	alkylglycerone phosphate synthase	protein-coding
5000	ORC4	ORC4L|ORC4P	603056	Meier-Gorlin syndrome 2, 613800 (3)	MIM:603056|HGNC:HGNC:8490|Ensembl:ENSG00000115947|Vega:OTTHUMG00000131849	origin recognition complex subunit 4	protein-coding
8642	DCHS1	CDH19|CDH25|CDHR6|FIB1|MVP2|PCDH16|VMLDS1	603057	Mitral valve prolapse 2, 607829 (3);Van Maldergem syndrome 1, 601390 (3)	MIM:603057|HGNC:HGNC:13681|Ensembl:ENSG00000166341|Vega:OTTHUMG00000133398	dachsous cadherin-related 1	protein-coding
10749	KIF1C	LTXS1|SATX2|SAX2|SPAX2|SPG58	603060	Spastic ataxia 2, autosomal recessive, 611302 (3)	MIM:603060|HGNC:HGNC:6317|Ensembl:ENSG00000129250|Vega:OTTHUMG00000099451	kinesin family member 1C	protein-coding
8985	PLOD3	LH3	603066	Lysyl hydroxylase 3 deficiency, 612394 (3)	MIM:603066|HGNC:HGNC:9083|Ensembl:ENSG00000106397|Vega:OTTHUMG00000157111	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	protein-coding
6790	AURKA	AIK|ARK1|AURA|BTAK|PPP1R47|STK15|STK6|STK7	603072	{Colon cancer, susceptibility to}, 114500 (3)	MIM:603072|HGNC:HGNC:11393|Ensembl:ENSG00000087586|Vega:OTTHUMG00000032796	aurora kinase A	protein-coding
7546	ZIC2	HPE5	603073	Holoprosencephaly 5, 609637 (3)	MIM:603073|HGNC:HGNC:12873|Ensembl:ENSG00000043355|Vega:OTTHUMG00000017279	Zic family member 2	protein-coding
1615	DARS	HBSL|aspRS	603084	Hypomyelination with brainstem and spinal cord involvement and leg spasticity, 615281 (3)	MIM:603084|HGNC:HGNC:2678|Ensembl:ENSG00000115866|Vega:OTTHUMG00000131741	aspartyl-tRNA synthetase	protein-coding
8314	BAP1	HUCEP-13|UCHL2|hucep-6	603089	Tumor predisposition syndrome, 614327 (3)	MIM:603089|HGNC:HGNC:950|Ensembl:ENSG00000163930|Vega:OTTHUMG00000158392	BRCA1 associated protein 1	protein-coding
8706	B3GALNT1	B3GALT3|GLCT3|GLOB|Gb4Cer|P|P1|beta3Gal-T3|galT3	603094	[Blood group, P1PK system, P(k) phenotype], 111400 (3);[Blood group, globoside system], 615021 (3)	MIM:603094|HGNC:HGNC:918|Ensembl:ENSG00000169255|Vega:OTTHUMG00000159064	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	protein-coding
1705	DFNB13		603098	Deafness, autosomal recessive 13 (2)	MIM:603098|HGNC:HGNC:2819	deafness, autosomal recessive 13	unknown
10555	AGPAT2	1-AGPAT2|BSCL|BSCL1|LPAAB|LPAAT-beta	603100	Lipodystrophy, congenital generalized, type 1, 608594 (3)	MIM:603100|HGNC:HGNC:325|Ensembl:ENSG00000169692|Vega:OTTHUMG00000020936	1-acylglycerol-3-phosphate O-acyltransferase 2	protein-coding
1369	CPN1	CPN|SCPN	603103	Carboxypeptidase N deficiency, 212070 (3)	MIM:603103|HGNC:HGNC:2312|Ensembl:ENSG00000120054|Vega:OTTHUMG00000018896	carboxypeptidase N subunit 1	protein-coding
4088	SMAD3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	603109	Loeys-Dietz syndrome 3, 613795 (3)	MIM:603109|HGNC:HGNC:6769|Ensembl:ENSG00000166949|Vega:OTTHUMG00000133230	SMAD family member 3	protein-coding
6605	SMARCE1	BAF57|CSS5	603111	Coffin-Siris syndrome 5, 616938 (3);{Meningioma, familial, susceptibility to}, 607174 (3)	MIM:603111|HGNC:HGNC:11109|Ensembl:ENSG00000073584|Vega:OTTHUMG00000133367	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	protein-coding
5519	PPP2R1B	PP2A-Abeta|PR65B	603113	Lung cancer, 211980 (3)	MIM:603113|HGNC:HGNC:9303|Ensembl:ENSG00000137713|Vega:OTTHUMG00000166741	protein phosphatase 2 scaffold subunit Abeta	protein-coding
574043	CDAGS		603116	CDAGS syndrome (2)	MIM:603116	Craniosynostosis, anal anomalies, and porokeratosis syndrome	unknown
1794	DOCK2	IMD40	603122	Immunodeficiency 40, 616433 (3)	MIM:603122|HGNC:HGNC:2988|Ensembl:ENSG00000134516|Vega:OTTHUMG00000130437	dedicator of cytokinesis 2	protein-coding
6492	SIM1	bHLHe14	603128	Obesity, severe, 601665 (3)	MIM:603128|HGNC:HGNC:10882|Ensembl:ENSG00000112246|Vega:OTTHUMG00000015275	single-minded family bHLH transcription factor 1	protein-coding
8452	CUL3	CUL-3|PHA2E	603136	Pseudohypoaldosteronism, type IIE, 614496 (3)	MIM:603136|HGNC:HGNC:2553|Ensembl:ENSG00000036257|Vega:OTTHUMG00000133167	cullin 3	protein-coding
5784	PTPN14	CATLPH|PEZ|PTP36	603155	?Choanal atresia and lymphedema, 613611 (3)	MIM:603155|HGNC:HGNC:9647|Ensembl:ENSG00000152104|Vega:OTTHUMG00000037039	protein tyrosine phosphatase, non-receptor type 14	protein-coding
5296	PIK3R2	MPPH|MPPH1|P85B|p85|p85-BETA	603157	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1, 603387 (3)	MIM:603157|HGNC:HGNC:8980|Ensembl:ENSG00000105647|Vega:OTTHUMG00000183383	phosphoinositide-3-kinase regulatory subunit 2	protein-coding
9101	USP8	HumORF8|PITA4|SPG59|UBPY	603158	Pituitary adenoma 4, ACTH-secreting, somatic, 219090 (3)	MIM:603158|HGNC:HGNC:12631|Ensembl:ENSG00000138592|Vega:OTTHUMG00000131645	ubiquitin specific peptidase 8	protein-coding
8504	PEX3	PBD10A|PBD10B|TRG18	603164	?Peroxisome biogenesis disorder 10B, 617370 (3);Peroxisome biogenesis disorder 10A (Zellweger), 614882 (3)	MIM:603164|HGNC:HGNC:8858|Ensembl:ENSG00000034693|Vega:OTTHUMG00000015730	peroxisomal biogenesis factor 3	protein-coding
64069	ATOD1	ATOD	603165	{Dermatitis, atopic, susceptibility to, 1} (2)	MIM:603165	Dermatitis, atopic	unknown
8401	SCZD7		603176	{Schizophrenia}, 181500 (2)	MIM:603176|HGNC:HGNC:10655	schizophrenia disorder 7	unknown
4329	ALDH6A1	MMSADHA|MMSDH	603178	Methylmalonate semialdehyde dehydrogenase deficiency, 614105 (3)	MIM:603178|HGNC:HGNC:7179|Ensembl:ENSG00000119711|Vega:OTTHUMG00000171203	aldehyde dehydrogenase 6 family member A1	protein-coding
6253	RTN2	NSP2|NSPL1|NSPLI|SPG12	603183	Spastic paraplegia 12, autosomal dominant, 604805 (3)	MIM:603183|HGNC:HGNC:10468|Ensembl:ENSG00000125744|Vega:OTTHUMG00000182123	reticulon 2	protein-coding
56694	BMIQ8	OB10P	603188	{Obesity, susceptibility to, BMIQ8} (2)	MIM:603188	body mass index quantitative trait locus 8	unknown
755	C21orf2	LRRC76|RDMS|SMDAX|YF5/A2	603191	Retinal dystrophy with macular staphyloma, 617547 (3);Spondylometaphyseal dysplasia, axial, 602271 (3)	MIM:603191|HGNC:HGNC:1260|Ensembl:ENSG00000160226|Vega:OTTHUMG00000086909	chromosome 21 open reading frame 2	protein-coding
1690	COCH	COCH-5B2|COCH5B2|DFNA9	603196	Deafness, autosomal dominant 9, 601369 (3)	MIM:603196|HGNC:HGNC:2180|Ensembl:ENSG00000100473|Vega:OTTHUMG00000029432	cochlin	protein-coding
